repo_name,repo_link,stars,language,topic_name,description
Ombrelin / pandoc-gui,https://github.com/Ombrelin/pandoc-gui,147,C#,ReactiveUI,Lightweight and cross-platform GUI wrapper for the pandoc command line
sstorie / experiments,https://github.com/sstorie/experiments,140,JavaScript,ReactiveUI,A repository to capture simple code experiments
lolo77777 / OpenCVVision,https://github.com/lolo77777/OpenCVVision,134,C#,ReactiveUI,使用OpenCvSharp创建常用功能集合
vercel / swr,https://github.com/vercel/swr,31.3k,TypeScript,React Native,React Hooks for Data Fetching
react-native-elements / react-native-elements,https://github.com/react-native-elements/react-native-elements,25.3k,MDX,React Native,Cross-Platform React Native UI Toolkit
react-navigation / react-navigation,https://github.com/react-navigation/react-navigation,23.9k,TypeScript,React Native,Routing and navigation for React Native and Web apps
zulip / zulip,https://github.com/zulip/zulip,22.6k,Python,React Native,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.
845669495 / WeChatClient,https://github.com/845669495/WeChatClient,120,C#,ReactiveUI,一个高仿微信网页版
hmz777 / NetStalkerAvalonia,https://github.com/hmz777/NetStalkerAvalonia,86,C#,ReactiveUI,"NetStalker re-written in MVVM, Avalonia and Reactive UI."
S3bt3r / ReactiveUI.Winforms.Samples,https://github.com/S3bt3r/ReactiveUI.Winforms.Samples,81,C#,ReactiveUI,This repository contains examples of ReactiveUI Winforms
pubkey / rxdb,https://github.com/pubkey/rxdb,22.2k,TypeScript,React Native,"A fast, local first, reactive Database for JavaScript Applications"
reduxjs / redux,https://github.com/reduxjs/redux,61.1k,TypeScript,Redux,A JS library for predictable global state management
hoppscotch / hoppscotch,https://github.com/hoppscotch/hoppscotch,70.7k,TypeScript,REST API,Open source API development ecosystem -
pmndrs / zustand,https://github.com/pmndrs/zustand,51.3k,TypeScript,Redux,🐻 Bear necessities for state management in React
Asabeneh / 30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,44.2k,JavaScript,Redux,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days, please just follow your own pace. These videos may help too:"
sudheerj / reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,41.6k,JavaScript,Redux,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!
react-boilerplate / react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,29.5k,JavaScript,Redux,"🔥 A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices."
immerjs / immer,https://github.com/immerjs/immer,28.2k,JavaScript,Redux,Create the next immutable state by mutating the current one
nocodb / nocodb,https://github.com/nocodb/nocodb,53.4k,TypeScript,REST API,🔥 🔥 🔥 Open Source Airtable Alternative
Kong / insomnia,https://github.com/Kong/insomnia,35.9k,JavaScript,REST API,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage."
gofiber / fiber,https://github.com/gofiber/fiber,35.7k,Go,REST API,⚡️ Express inspired web framework written in Go
httpie / cli,https://github.com/httpie/cli,35.2k,Python,REST API,"🥧 HTTPie CLI — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more."
Asabeneh / 30-Days-Of-React,https://github.com/Asabeneh/30-Days-Of-React,26.6k,JavaScript,Redux,30 Days of React challenge is a step by step guide to learn React in 30 days. These videos may help too:
reduxjs / react-redux,https://github.com/reduxjs/react-redux,23.5k,TypeScript,Redux,Official React bindings for Redux
responsively-org / responsively-app,https://github.com/responsively-org/responsively-app,23.2k,JavaScript,Redux,A modified web browser that helps in responsive web development. A web developer's must have dev-tool.
markerikson / react-redux-links,https://github.com/markerikson/react-redux-links,22.6k,Unknown,Redux,"Curated tutorial and resource links I've collected on React, Redux, ES6, and more"
makeplane / plane,https://github.com/makeplane/plane,34.9k,TypeScript,REST API,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet."
hasura / graphql-engine,https://github.com/hasura/graphql-engine,31.4k,TypeScript,REST API,"Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events."
zeromicro / go-zero,https://github.com/zeromicro/go-zero,30.6k,Go,REST API,A cloud-native Go microservices framework with cli tool for productivity.
swagger-api / swagger-ui,https://github.com/swagger-api/swagger-ui,27.2k,JavaScript,REST API,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API."
OpenAPITools / openapi-generator,https://github.com/OpenAPITools/openapi-generator,23.3k,Java,REST API,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)"
redux-saga / redux-saga,https://github.com/redux-saga/redux-saga,22.5k,JavaScript,Redux,An alternative side effect model for Redux apps
paularmstrong / normalizr,https://github.com/paularmstrong/normalizr,20.9k,JavaScript,Redux,Normalizes nested JSON according to a schema
verekia / js-stack-from-scratch,https://github.com/verekia/js-stack-from-scratch,20.1k,JavaScript,Redux,🛠️⚡ Step-by-step tutorial to build a modern JavaScript stack.
reduxjs / reselect,https://github.com/reduxjs/reselect,19.1k,TypeScript,Redux,Selector library for Redux
dvajs / dva,https://github.com/dvajs/dva,16.2k,JavaScript,Redux,"🌱 React and redux based, lightweight and elm-style framework. (Inspired by elm and choo)"
microsoft / api-guidelines,https://github.com/microsoft/api-guidelines,22.9k,Unknown,REST API,Microsoft REST API Guidelines
binwiederhier / ntfy,https://github.com/binwiederhier/ntfy,22k,Go,REST API,Send push notifications to your phone or desktop using PUT/POST
parse-community / parse-server,https://github.com/parse-community/parse-server,21.1k,JavaScript,REST API,Parse Server for Node.js / Express
go-chi / chi,https://github.com/go-chi/chi,19.4k,Go,REST API,"lightweight, idiomatic and composable router for building Go HTTP services"
grab / front-end-guide,https://github.com/grab/front-end-guide,15.2k,JavaScript,Redux,📚 Study guide and introduction to the modern front end stack.
infinitered / reactotron,https://github.com/infinitered/reactotron,15.2k,TypeScript,Redux,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows."
zalmoxisus / redux-devtools-extension,https://github.com/zalmoxisus/redux-devtools-extension,13.5k,JavaScript,Redux,Redux DevTools extension.
piotrwitek / react-redux-typescript-guide,https://github.com/piotrwitek/react-redux-typescript-guide,13.4k,TypeScript,Redux,"The complete guide to static typing in ""React & Redux"" apps using TypeScript"
grpc-ecosystem / grpc-gateway,https://github.com/grpc-ecosystem/grpc-gateway,19.1k,Go,REST API,gRPC to JSON proxy generator following the gRPC HTTP spec
swagger-api / swagger-codegen,https://github.com/swagger-api/swagger-codegen,17.3k,Mustache,REST API,"swagger-codegen contains a template-driven engine to generate documentation, API clients and server stubs in different languages by parsing your OpenAPI / Swagger definition."
kgrzybek / modular-monolith-with-ddd,https://github.com/kgrzybek/modular-monolith-with-ddd,11.8k,C#,REST API,Full Modular Monolith application with Domain-Driven Design approach.
restify / node-restify,https://github.com/restify/node-restify,10.7k,JavaScript,REST API,The future of Node.js REST development
r-spacex / SpaceX-API,https://github.com/r-spacex/SpaceX-API,10.6k,JavaScript,REST API,"🚀 Open Source REST API for SpaceX launch, rocket, core, capsule, starlink, launchpad, and landing pad data."
rt2zz / redux-persist,https://github.com/rt2zz/redux-persist,13k,TypeScript,Redux,persist and rehydrate a redux store
dotnet-architecture / eShopOnWeb,https://github.com/dotnet-architecture/eShopOnWeb,10.4k,C#,REST API,"Sample ASP.NET Core 8.0 reference application, now community supported:"
DopplerHQ / awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,74.1k,Unknown,Ruby,A curated awesome list of lists of interview questions. Feel free to contribute! 🎓
rails / rails,https://github.com/rails/rails,56.7k,Ruby,Ruby,Ruby on Rails
jekyll / jekyll,https://github.com/jekyll/jekyll,49.8k,Ruby,Ruby,🌐 Jekyll is a blog-aware static site generator in Ruby
discourse / discourse,https://github.com/discourse/discourse,43.6k,Ruby,Ruby,"A platform for community discussion. Free, open, simple."
serhii-londar / open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,43.4k,Unknown,Ruby,🚀 Awesome list of open source applications for macOS.
Homebrew / brew,https://github.com/Homebrew/brew,43.1k,Ruby,Ruby,🍺 The missing package manager for macOS (or Linux)
maybe-finance / maybe,https://github.com/maybe-finance/maybe,42.6k,Ruby,Ruby,The OS for your personal finances
fastlane / fastlane,https://github.com/fastlane/fastlane,40k,Ruby,Ruby,🚀 The easiest way to automate building and releasing your iOS and Android apps
SeleniumHQ / selenium,https://github.com/SeleniumHQ/selenium,32k,Java,Ruby,A browser automation framework and ecosystem.
hashicorp / vagrant,https://github.com/hashicorp/vagrant,26.6k,Ruby,Ruby,Vagrant is a tool for building and distributing development environments.
heartcombo / devise,https://github.com/heartcombo/devise,24.2k,Ruby,Ruby,Flexible authentication solution for Rails with Warden.
gitlabhq / gitlabhq,https://github.com/gitlabhq/gitlabhq,23.9k,Ruby,Ruby,GitLab CE Mirror | Please open new issues in our issue tracker on GitLab.com
asdf-vm / asdf,https://github.com/asdf-vm/asdf,23.2k,Go,Ruby,"Extendable version manager with support for Ruby, Node.js, Elixir, Erlang & more"
chatwoot / chatwoot,https://github.com/chatwoot/chatwoot,23k,Ruby,Ruby,"Open-source live-chat, email support, omni-channel desk. An alternative to Intercom, Zendesk, Salesforce Service Cloud etc. 🔥💬"
ruby / ruby,https://github.com/ruby/ruby,22.5k,Ruby,Ruby,The Ruby Programming Language
forem / forem,https://github.com/forem/forem,22.2k,Ruby,Ruby,For empowering community 🌱
lewagon / setup,https://github.com/lewagon/setup,19k,Ruby,Ruby,Setup instructions for Le Wagon's students on their first day of Web Development Bootcamp
rubocop / ruby-style-guide,https://github.com/rubocop/ruby-style-guide,16.5k,Unknown,Ruby,A community-driven Ruby coding style guide
rbenv / rbenv,https://github.com/rbenv/rbenv,16.3k,Shell,Ruby,Manage your app's Ruby environment
postalserver / postal,https://github.com/postalserver/postal,15.4k,Ruby,Ruby,📮 A fully featured open source mail delivery platform for incoming & outgoing e-mail
denoland / deno,https://github.com/denoland/deno,102k,Rust,Rust,A modern runtime for JavaScript and TypeScript.
rust-lang / rust,https://github.com/rust-lang/rust,102k,Rust,Rust,Empowering everyone to build reliable and efficient software.
tauri-apps / tauri,https://github.com/tauri-apps/tauri,91.1k,Rust,Rust,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend."
rustdesk / rustdesk,https://github.com/rustdesk/rustdesk,85.1k,Rust,Rust,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
alacritty / alacritty,https://github.com/alacritty/alacritty,58.2k,Rust,Rust,"A cross-platform, OpenGL terminal emulator."
rust-lang / rustlings,https://github.com/rust-lang/rustlings,57.3k,Rust,Rust,🦀 Small exercises to get you used to reading and writing Rust code!
lencx / ChatGPT,https://github.com/lencx/ChatGPT,53.7k,Rust,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
sharkdp / bat,https://github.com/sharkdp/bat,52k,Rust,Rust,A cat(1) clone with wings.
BurntSushi / ripgrep,https://github.com/BurntSushi/ripgrep,51.4k,Rust,Rust,ripgrep recursively searches directories for a regex pattern while respecting your gitignore
apache / spark,https://github.com/apache/spark,40.8k,Scala,Scala,Apache Spark - A unified analytics engine for large-scale data processing
unionlabs / union,https://github.com/unionlabs/union,50.9k,Rust,Rust,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance."
rust-unofficial / awesome-rust,https://github.com/rust-unofficial/awesome-rust,49.6k,Rust,Rust,A curated list of Rust code and resources.
toeverything / AFFiNE,https://github.com/toeverything/AFFiNE,49.2k,TypeScript,Rust,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use."
apache / kafka,https://github.com/apache/kafka,29.8k,Java,Scala,Mirror of Apache Kafka
apache / flink,https://github.com/apache/flink,24.7k,Java,Scala,Apache Flink
lichess-org / lila,https://github.com/lichess-org/lila,16.4k,Scala,Scala,"♞ lichess.org: the forever free, adless and open source chess server ♞"
heibaiying / BigData-Notes,https://github.com/heibaiying/BigData-Notes,16.3k,Java,Scala,大数据入门指南 ⭐
starship / starship,https://github.com/starship/starship,47.9k,Rust,Rust,"☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!"
dani-garcia / vaultwarden,https://github.com/dani-garcia/vaultwarden,43.1k,Rust,Rust,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs"
ClickHouse / ClickHouse,https://github.com/ClickHouse/ClickHouse,39.8k,C++,Rust,ClickHouse® is a real-time analytics database management system
bevyengine / bevy,https://github.com/bevyengine/bevy,38.8k,Rust,Rust,A refreshingly simple data-driven game engine built in Rust
scala / scala,https://github.com/scala/scala,14.4k,Scala,Scala,Scala 2 compiler and standard library. Scala 2 bugs at
deeplearning4j / deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,13.9k,Java,Scala,"Suite of tools for deploying and training deep learning models using the JVM. Highlights include model import for keras, tensorflow, and onnx/pytorch, a modular and tiny c++ library for running math code and a java based math library on top of the core c++ library. Also includes samediff: a pytorch/tensorflow like library for running deep learn..."
playframework / playframework,https://github.com/playframework/playframework,12.6k,Scala,Scala,The Community Maintained High Velocity Web Framework For Java and Scala.
apache / predictionio,https://github.com/apache/predictionio,12.5k,Scala,Scala,"PredictionIO, a machine learning server for developers and ML engineers."
astral-sh / ruff,https://github.com/astral-sh/ruff,37.4k,Rust,Rust,"An extremely fast Python linter and code formatter, written in Rust."
sharkdp / fd,https://github.com/sharkdp/fd,37.3k,Rust,Rust,"A simple, fast and user-friendly alternative to 'find'"
tw93 / Pake,https://github.com/tw93/Pake,37k,Rust,Rust,🤱🏻 Turn any webpage into a desktop app with Rust. 🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
yahoo / CMAK,https://github.com/yahoo/CMAK,11.9k,Scala,Scala,CMAK is a tool for managing Apache Kafka clusters
hmemcpy / milewski-ctfp-pdf,https://github.com/hmemcpy/milewski-ctfp-pdf,11.2k,TeX,Scala,Bartosz Milewski's 'Category Theory for Programmers' unofficial PDF and LaTeX source
kanaka / mal,https://github.com/kanaka/mal,10.2k,Assembly,Scala,mal - Make a Lisp
lk-geimfari / awesomo,https://github.com/lk-geimfari/awesomo,9.5k,Go,Scala,Cool open source projects. Choose your project and get involved in Open Source development now.
helix-editor / helix,https://github.com/helix-editor/helix,36.7k,Rust,Rust,A post-modern modal text editor.
gitbucket / gitbucket,https://github.com/gitbucket/gitbucket,9.2k,Scala,Scala,"A Git platform powered by Scala with easy installation, high extensibility & GitHub API compatibility"
lauris / awesome-scala,https://github.com/lauris/awesome-scala,9.1k,Python,Scala,"A community driven list of useful Scala libraries, frameworks and software."
twitter / finagle,https://github.com/twitter/finagle,8.8k,Scala,Scala,"A fault tolerant, protocol-agnostic RPC system"
Angel-ML / angel,https://github.com/Angel-ML/angel,6.8k,Java,Scala,A Flexible and Powerful Parameter Server for large-scale machine learning
gatling / gatling,https://github.com/gatling/gatling,6.6k,Scala,Scala,Modern Load Testing as Code
apache / zeppelin,https://github.com/apache/zeppelin,6.5k,Java,Scala,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala and more."
nteract / papermill,https://github.com/nteract/papermill,6.1k,Python,Scala,"📚 Parameterize, execute, and analyze notebooks"
twbs / bootstrap,https://github.com/twbs/bootstrap,172k,JavaScript,Sass,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web."
microsoft / ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,71.7k,HTML,scikit-learn,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all"
bailicangdu / vue2-elm,https://github.com/bailicangdu/vue2-elm,41.1k,Vue,Sass,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用
tabler / tabler,https://github.com/tabler/tabler,39k,MDX,Sass,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap
IanLunn / Hover,https://github.com/IanLunn/Hover,29.3k,SCSS,Sass,"A collection of CSS3 powered hover effects to be applied to links, buttons, logos, SVG, featured images and so on. Easily apply to your own elements, modify or just use for inspiration. Available in CSS, Sass, and LESS."
akveo / ngx-admin,https://github.com/akveo/ngx-admin,25.4k,TypeScript,Sass,Customizable admin dashboard template based on Angular 10+
Avik-Jain / 100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,46.8k,Unknown,scikit-learn,100 Days of ML Coding
jakevdp / PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,44.2k,Jupyter Notebook,scikit-learn,Python Data Science Handbook: full text in Jupyter Notebooks
apachecn / ailearning,https://github.com/apachecn/ailearning,40.5k,Python,scikit-learn,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2
donnemartin / data-science-ipython-notebooks,https://github.com/donnemartin/data-science-ipython-notebooks,28k,Python,scikit-learn,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines."
ageron / handson-ml,https://github.com/ageron/handson-ml,25.3k,Jupyter Notebook,scikit-learn,⛔️ DEPRECATED – See
chatwoot / chatwoot,https://github.com/chatwoot/chatwoot,23k,Ruby,Sass,"Open-source live-chat, email support, omni-channel desk. An alternative to Intercom, Zendesk, Salesforce Service Cloud etc. 🔥💬"
palantir / blueprint,https://github.com/palantir/blueprint,21k,TypeScript,Sass,A React-based UI toolkit for the web
primer / css,https://github.com/primer/css,12.7k,SCSS,Sass,Primer is GitHub's design system. This is the CSS implementation
ml-tooling / best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,19.9k,Unknown,scikit-learn,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.
onnx / onnx,https://github.com/onnx/onnx,18.7k,Python,scikit-learn,Open standard for machine learning interoperability
microsoft / onnxruntime,https://github.com/microsoft/onnxruntime,16.1k,C++,scikit-learn,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator"
pahen / madge,https://github.com/pahen/madge,9.4k,JavaScript,Sass,"Create graphs from your CommonJS, AMD or ES6 module dependencies"
thoughtbot / bourbon,https://github.com/thoughtbot/bourbon,9.1k,Ruby,Sass,A Lightweight Sass Tool Set
akveo / nebular,https://github.com/akveo/nebular,8.1k,TypeScript,Sass,💥 Customizable Angular UI Library based on Eva Design System 🌚✨Dark Mode
jonsuh / hamburgers,https://github.com/jonsuh/hamburgers,7.1k,SCSS,Sass,Tasty CSS-animated Hamburgers
linkedin / css-blocks,https://github.com/linkedin/css-blocks,6.3k,TypeScript,Sass,"High performance, maintainable stylesheets."
virgili0 / Virgilio,https://github.com/virgili0/Virgilio,14.1k,Jupyter Notebook,scikit-learn,Your new Mentor for Data Science E-Learning.
dask / dask,https://github.com/dask/dask,13.1k,Python,scikit-learn,Parallel computing with task scheduling
rasbt / python-machine-learning-book,https://github.com/rasbt/python-machine-learning-book,12.4k,Jupyter Notebook,scikit-learn,"The ""Python Machine Learning (1st edition)"" book code repository and info resource"
Yorko / mlcourse.ai,https://github.com/Yorko/mlcourse.ai,10k,Python,scikit-learn,Open Machine Learning Course
angular-fullstack / generator-angular-fullstack,https://github.com/angular-fullstack/generator-angular-fullstack,6.1k,JavaScript,Sass,Yeoman generator for an Angular app with an Express server
un-pany / v3-admin-vite,https://github.com/un-pany/v3-admin-vite,6k,Vue,Sass,"☀️ A crafted admin template / vue admin, vue template, vue3 admin, vue3 template, vue 后台, vue 模板, vue3 后台, vue3 模板"
maximegris / angular-electron,https://github.com/maximegris/angular-electron,5.7k,TypeScript,Sass,Ultra-fast bootstrapping with Angular and Electron 🚤
EpistasisLab / tpot,https://github.com/EpistasisLab/tpot,9.9k,Jupyter Notebook,scikit-learn,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.
autogluon / autogluon,https://github.com/autogluon/autogluon,8.6k,Python,scikit-learn,Fast and Accurate ML in 3 Lines of Code
ljpzzz / machinelearning,https://github.com/ljpzzz/machinelearning,8.5k,Jupyter Notebook,scikit-learn,My blogs and code for machine learning.
sktime / sktime,https://github.com/sktime/sktime,8.3k,Python,scikit-learn,A unified framework for machine learning with time series
automl / auto-sklearn,https://github.com/automl/auto-sklearn,7.8k,Python,scikit-learn,Automated Machine Learning with scikit-learn
fontsource / fontsource,https://github.com/fontsource/fontsource,5.2k,TypeScript,Sass,Self-host Open Source fonts in neatly bundled NPM packages.
kazzkiq / balloon.css,https://github.com/kazzkiq/balloon.css,5k,CSS,Sass,Simple tooltips made of pure CSS
elrumordelaluz / csshake,https://github.com/elrumordelaluz/csshake,4.9k,SCSS,Sass,CSS classes to move your DOM!
diffplug / spotless,https://github.com/diffplug/spotless,4.8k,Java,Sass,Keep your code spotless
alteryx / featuretools,https://github.com/alteryx/featuretools,7.4k,Python,scikit-learn,An open source python library for automated feature engineering
rasbt / python-machine-learning-book-2nd-edition,https://github.com/rasbt/python-machine-learning-book-2nd-edition,7.2k,Jupyter Notebook,scikit-learn,"The ""Python Machine Learning (2nd edition)"" book code repository and info resource"
zerotier / ZeroTierOne,https://github.com/zerotier/ZeroTierOne,15.3k,C++,Software-defined networking,A Smart Ethernet Switch for Earth
mininet / mininet,https://github.com/mininet/mininet,5.5k,Python,Software-defined networking,Emulator for rapid prototyping of Software Defined Networks
kubeovn / kube-ovn,https://github.com/kubeovn/kube-ovn,2.1k,Go,Software-defined networking,A Bridge between SDN and Cloud Native (Project under CNCF)
sdnds-tw / awesome-sdn,https://github.com/sdnds-tw/awesome-sdn,1.5k,Unknown,Software-defined networking,A awesome list about Software Defined Network (SDN)
feiskyer / sdn-handbook,https://github.com/feiskyer/sdn-handbook,1.5k,C,Software-defined networking,SDN网络指南（SDN Handbook）
tonydeng / sdn-handbook,https://github.com/tonydeng/sdn-handbook,1.2k,Shell,Software-defined networking,SDN手册
ansyun / dpdk-ans,https://github.com/ansyun/dpdk-ans,1.2k,C,Software-defined networking,"ANS(Accelerated Network Stack) on DPDK, DPDK native TCP/IP stack."
dec0dOS / zero-ui,https://github.com/dec0dOS/zero-ui,1k,JavaScript,Software-defined networking,ZeroUI - ZeroTier Controller Web UI - is a web user interface for a self-hosted ZeroTier network controller.
ovn-kubernetes / ovn-kubernetes,https://github.com/ovn-kubernetes/ovn-kubernetes,878,Go,Software-defined networking,A robust Kubernetes networking platform
faucetsdn / faucet,https://github.com/faucetsdn/faucet,581,Python,Software-defined networking,"FAUCET is an OpenFlow controller for multi table OpenFlow 1.3 switches, that implements layer 2 switching, VLANs, ACLs, and layer 3 IPv4 and IPv6 routing."
FabEdge / fabedge,https://github.com/FabEdge/fabedge,524,Go,Software-defined networking,Secure Edge Networking Solution Based On Kubernetes
KatharaFramework / Kathara,https://github.com/KatharaFramework/Kathara,500,Python,Software-defined networking,A lightweight container-based network emulation system.
faucetsdn / poseidon,https://github.com/faucetsdn/poseidon,429,Python,Software-defined networking,Poseidon is a python-based application that leverages software defined networks (SDN) to acquire and then feed network traffic to a number of machine learning techniques. The machine learning algorithms classify and predict the type of device.
stratum / stratum,https://github.com/stratum/stratum,400,C++,Software-defined networking,Stratum is an open source silicon-independent switch operating system for software defined networks.
bregman-arie / computer-networking,https://github.com/bregman-arie/computer-networking,395,Unknown,Software-defined networking,Free resources for a self-taught education in Computer Networking
YanHaoChen / Learning-SDN,https://github.com/YanHaoChen/Learning-SDN,387,Python,Software-defined networking,SDN 學習及實作範例。(因個人職涯關係，已不再維護，請見諒。)
zyclonite / zerotier-docker,https://github.com/zyclonite/zerotier-docker,348,Shell,Software-defined networking,ZeroTier One as Docker Image
husarnet / husarnet,https://github.com/husarnet/husarnet,333,C++,Software-defined networking,"Husarnet is a Peer-to-Peer VPN to connect your laptops, servers and microcontrollers over the Internet with zero configuration."
CPqD / ofsoftswitch13,https://github.com/CPqD/ofsoftswitch13,303,C,Software-defined networking,OpenFlow 1.3 switch.
asavie / xdp,https://github.com/asavie/xdp,302,Go,Software-defined networking,Package xdp allows one to use XDP sockets from the Go programming language.
trimstray / the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,162k,Unknown,Security,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more."
Hack-with-Github / Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,90.7k,Unknown,Security,"A collection of various awesome lists for hackers, pentesters and security researchers"
Developer-Y / cs-video-courses,https://github.com/Developer-Y/cs-video-courses,68.4k,Unknown,Security,List of Computer Science courses with video lectures.
swisskyrepo / PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,64.3k,Python,Security,A list of useful payloads and bypass for Web Application Security and Pentest/CTF
caddyserver / caddy,https://github.com/caddyserver/caddy,62.6k,Go,Security,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS
x64dbg / x64dbg,https://github.com/x64dbg/x64dbg,45.7k,C++,Security,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.
mitmproxy / mitmproxy,https://github.com/mitmproxy/mitmproxy,38.6k,Python,Security,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.
QuivrHQ / quivr,https://github.com/QuivrHQ/quivr,37.6k,Python,Security,"Opiniated RAG for integrating GenAI in your apps 🧠 Focus on your product rather than the RAG. Easy integration in existing products with customisation! Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want."
trailofbits / algo,https://github.com/trailofbits/algo,29.3k,Jinja,Security,Set up a personal VPN in the cloud
OWASP / CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,29.2k,Python,Security,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.
digitalocean / nginxconfig.io,https://github.com/digitalocean/nginxconfig.io,28k,JavaScript,Security,⚙️ NGINX config generator on steroids 💉
StevenBlack / hosts,https://github.com/StevenBlack/hosts,27.8k,Python,Security,"🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories."
nginx / nginx,https://github.com/nginx/nginx,26.4k,C,Security,The official NGINX Open Source repository.
hwdsl2 / setup-ipsec-vpn,https://github.com/hwdsl2/setup-ipsec-vpn,26k,Shell,Security,"Scripts to build your own IPsec VPN server, with IPsec/L2TP, Cisco IPsec and IKEv2"
OpenZeppelin / openzeppelin-contracts,https://github.com/OpenZeppelin/openzeppelin-contracts,25.6k,Solidity,Security,OpenZeppelin Contracts is a library for secure smart contract development.
aquasecurity / trivy,https://github.com/aquasecurity/trivy,25.2k,Go,Security,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more"
anuraghazra / github-readme-stats,https://github.com/anuraghazra/github-readme-stats,72.3k,JavaScript,Serverless,⚡ Dynamically generated stats for your github readmes
Lissy93 / web-check,https://github.com/Lissy93/web-check,24.6k,TypeScript,Security,🕵️‍♂️ All-in-one OSINT tool for analysing any website
authelia / authelia,https://github.com/authelia/authelia,23.3k,Go,Security,The Single Sign-On Multi-Factor portal for web apps
GyulyVGC / sniffnet,https://github.com/GyulyVGC/sniffnet,23.1k,Rust,Security,Comfortably monitor your Internet traffic 🕵️‍♂️
keepassxreboot / keepassxc,https://github.com/keepassxreboot/keepassxc,22.8k,C++,Security,KeePassXC is a cross-platform community-driven port of the Windows application “Keepass Password Safe”.
,https://github.com/marketplace/whitesource-bolt,0,Unknown,Security,Unknown
appwrite / appwrite,https://github.com/appwrite/appwrite,47.9k,TypeScript,Serverless,Build like a team of hundreds_
